235 , 144 , 2000 , 1 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 455 , 193 , 128 , 1 , 0.09979448575324054 , -2.9916436950523155 , 9.743557564713575 , 1 , 0 , 0 , 235 , 144 , 3000 , 1 , 129 , 235 , 146 , 2333 , 4 , 1 , 239 , 24 , 25 , 160 , 101 , 0.9796243423279545 , 1.9602176250288414 , 2.923357775704987 , 4.072652182200838 , 5.020078324805733 , 5.965902347398336 , -0.06190022616603166 , 11 , 12 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 4000 , 2 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 456 , 194 , 129 , 2 , 0.006264939866804806 , -3.0053366117807805 , 9.77392139829042 , 1 , 0 , 0 , 235 , 144 , 5000 , 2 , 129 , 235 , 146 , 2333 , 5 , 1 , 239 , 25 , 26 , 161 , 102 , 1.0150953076788705 , 1.9054792890888277 , 3.0389761974021967 , 3.9762987789058615 , 5.056572674220084 , 5.990950845227543 , -0.01215581759925577 , 12 , 14 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 6000 , 3 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 456 , 194 , 129 , 3 , 0.05108774696955967 , -3.087443252682585 , 9.706748847774376 , 1 , 0 , 0 , 235 , 144 , 7000 , 3 , 129 , 235 , 146 , 2333 , 6 , 1 , 239 , 27 , 28 , 163 , 103 , 0.9644825446285772 , 2.035898133638425 , 2.9161643482451307 , 3.9126034793154947 , 5.078272946128425 , 5.993992747118177 , 0.08943535485708135 , 13 , 16 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 8000 , 4 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 457 , 195 , 130 , 4 , 0.08189780504359598 , -2.9646464550420895 , 9.845051785527806 , 1 , 0 , 0 , 235 , 144 , 9000 , 4 , 129 , 235 , 146 , 2333 , 7 , 1 , 239 , 27 , 28 , 163 , 104 , 1.0317682659309797 , 1.9916259986445013 , 2.994468758093029 , 4.032384314204434 , 4.923779783006795 , 6.061590225269589 , -0.08169837224307373 , 14 , 18 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 10000 , 5 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 457 , 195 , 130 , 5 , 0.09672637057423583 , -3.0855619873521816 , 9.812857481107478 , 1 , 0 , 0 , 235 , 144 , 11000 , 5 , 129 , 235 , 146 , 2333 , 8 , 1 , 239 , 28 , 29 , 164 , 105 , 1.0810909699932123 , 2.096216291633754 , 3.0405751299411636 , 3.961596806952532 , 4.970166984330985 , 5.989663450012863 , 0.09440201889852193 , 15 , 20 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 12000 , 6 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 458 , 196 , 131 , 6 , -0.04409390314335 , -2.957572898829495 , 9.816172708664087 , 1 , 0 , 0 , 235 , 144 , 13000 , 6 , 129 , 235 , 146 , 2333 , 9 , 1 , 239 , 30 , 31 , 166 , 106 , 1.0686026847856922 , 2.07681600941061 , 3.051819958138034 , 3.9794284232245065 , 4.997165056182229 , 5.930410768364677 , -0.03381589403924794 , 16 , 22 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 14000 , 7 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 458 , 196 , 131 , 7 , -0.017123809010160723 , -3.00023271525603 , 9.85310687133892 , 1 , 0 , 0 , 235 , 144 , 15000 , 7 , 129 , 235 , 146 , 2333 , 10 , 1 , 239 , 30 , 31 , 166 , 107 , 0.942983758899956 , 1.992803266945858 , 3.087705001349596 , 4.029041385847201 , 5.037411351687217 , 5.933635708085666 , 0.053161619873831334 , 17 , 24 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 16000 , 8 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 459 , 197 , 132 , 8 , -0.04536325708145157 , -3.0815124120698014 , 9.713002811829934 , 1 , 0 , 0 , 235 , 144 , 17000 , 8 , 129 , 235 , 146 , 2333 , 11 , 1 , 239 , 31 , 32 , 167 , 108 , 0.9983959151923615 , 2.000834051549413 , 2.99502581160622 , 4.0178338305257775 , 4.9493006953047525 , 5.907634816541231 , 0.05871601497481177 , 18 , 26 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 18000 , 9 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 459 , 197 , 132 , 9 , -0.02632807302274945 , -2.932179542127781 , 9.770080880483846 , 1 , 0 , 0 , 235 , 144 , 19000 , 9 , 129 , 235 , 146 , 2333 , 12 , 1 , 239 , 33 , 34 , 169 , 109 , 0.9652629952305253 , 1.9304899255767494 , 2.9438398253684688 , 4.0980485893023335 , 5.094819633839425 , 6.086422708864968 , 0.009794334362407703 , 19 , 28 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 20000 , 10 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 460 , 198 , 133 , 10 , 0.0901360795947205 , -3.046019401267981 , 9.778058562278083 , 1 , 0 , 0 , 235 , 144 , 21000 , 10 , 129 , 235 , 146 , 2333 , 13 , 1 , 239 , 33 , 34 , 169 , 110 , 0.9812675540847913 , 2.0005844719962544 , 2.9857161928384017 , 4.048347565808684 , 4.99233387160991 , 6.0514821819055715 , 0.041840892732348756 , 20 , 30 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 22000 , 11 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 460 , 198 , 133 , 11 , -0.015181053987500609 , -2.9614056322061324 , 9.804285301569593 , 1 , 0 , 0 , 235 , 144 , 23000 , 11 , 129 , 235 , 146 , 2333 , 14 , 1 , 239 , 34 , 35 , 170 , 111 , 1.023104889121943 , 1.9666340501491246 , 3.037158585403801 , 3.918055881905413 , 5.032690694985944 , 6.036798352013318 , -0.03114995472997166 , 21 , 32 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 24000 , 12 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 461 , 199 , 134 , 12 , 0.02441293048475221 , -2.913170639395051 , 9.783291736174277 , 1 , 0 , 0 , 235 , 144 , 25000 , 12 , 129 , 235 , 146 , 2333 , 15 , 1 , 239 , 36 , 37 , 172 , 112 , 1.0480844489542942 , 2.0229595635967357 , 2.907954653642383 , 3.9388288187463565 , 5.062584096202522 , 5.908387733115059 , 0.08918287506559805 , 22 , 34 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 26000 , 13 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 461 , 199 , 134 , 13 , 0.07039224640986358 , -2.9260380527581904 , 9.822380319562544 , 1 , 0 , 0 , 235 , 144 , 27000 , 13 , 129 , 235 , 146 , 2333 , 16 , 1 , 239 , 36 , 37 , 172 , 113 , 0.9728270714902506 , 2.0544089498519496 , 2.951958717058331 , 4.069472370673283 , 5.003329889568017 , 5.966623367566825 , -0.08023798961659388 , 23 , 36 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 28000 , 14 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 462 , 200 , 135 , 14 , 0.04099138993231874 , -3.0850999938658346 , 9.722513349987896 , 1 , 0 , 0 , 235 , 144 , 29000 , 14 , 129 , 235 , 146 , 2333 , 17 , 1 , 239 , 37 , 38 , 173 , 114 , 0.962367849577516 , 1.9448505396781974 , 3.034616642628084 , 3.99999590562586 , 5.0860990297787 , 6.009177688256124 , 0.0030365468570783677 , 24 , 38 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 30000 , 15 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 462 , 200 , 135 , 15 , 0.028965213866308126 , -2.9063140781419 , 9.832088151793982 , 1 , 0 , 0 , 235 , 144 , 31000 , 15 , 129 , 235 , 146 , 2333 , 18 , 1 , 239 , 39 , 40 , 175 , 115 , 0.9736676306775544 , 1.9749594332010347 , 2.9290251891040096 , 4.055231889833648 , 5.008529949417313 , 5.994661374237882 , 0.07656549202750038 , 25 , 40 , 0 , 0 , 0 , 0 , 0 , 1 , 2
235 , 144 , 32000 , 16 , 153 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 463 , 201 , 136 , 16 , 0.0055347508373981 , -3.0210881425282787 , 9.77139401398805 , 1 , 0 , 0 , 235 , 144 , 33000 , 16 , 129 , 235 , 146 , 2333 , 19 , 1 , 239 , 39 , 40 , 175 , 116 , 1.061087604955285 , 1.949973076294534 , 3.061872488022342 , 3.917817608235097 , 4.948204941265106 , 6.082519227257629 , -0.03524127945994575 , 26 , 42 , 0 , 0 , 0 , 0 , 0 , 1 , 2
